,Id,Name,URL,Description,Created,Size,Stars,Primal Language,Forks,Score,Open Issues Count,Subscribers Url,Languages Url,Contributors Url,Issue Event Url,Issue Comment Url,Issues Url,Releases Url,Pulls Url,Languages
0,121395510,CS-Notes,https://github.com/CyC2018/CS-Notes,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计、Java、Python、C++,2018-02-13T14:56:24Z,111782,95938,Java,31194,1.0,35,https://api.github.com/repos/CyC2018/CS-Notes/subscribers,https://api.github.com/repos/CyC2018/CS-Notes/languages,https://api.github.com/repos/CyC2018/CS-Notes/contributors,https://api.github.com/repos/CyC2018/CS-Notes/issues/events{/number},https://api.github.com/repos/CyC2018/CS-Notes/issues/comments{/number},https://api.github.com/repos/CyC2018/CS-Notes/issues{/number},https://api.github.com/repos/CyC2018/CS-Notes/releases{/id},https://api.github.com/repos/CyC2018/CS-Notes/pulls{/number},'Java
1,88011908,project-based-learning,https://github.com/tuvtran/project-based-learning,Curated list of project-based tutorials,2017-04-12T05:07:46Z,425,30886,,5193,1.0,61,https://api.github.com/repos/tuvtran/project-based-learning/subscribers,https://api.github.com/repos/tuvtran/project-based-learning/languages,https://api.github.com/repos/tuvtran/project-based-learning/contributors,https://api.github.com/repos/tuvtran/project-based-learning/issues/events{/number},https://api.github.com/repos/tuvtran/project-based-learning/issues/comments{/number},https://api.github.com/repos/tuvtran/project-based-learning/issues{/number},https://api.github.com/repos/tuvtran/project-based-learning/releases{/id},https://api.github.com/repos/tuvtran/project-based-learning/pulls{/number},
2,127407957,leetcode,https://github.com/azl397985856/leetcode, LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),2018-03-30T09:13:51Z,46683,29243,JavaScript,5386,1.0,27,https://api.github.com/repos/azl397985856/leetcode/subscribers,https://api.github.com/repos/azl397985856/leetcode/languages,https://api.github.com/repos/azl397985856/leetcode/contributors,https://api.github.com/repos/azl397985856/leetcode/issues/events{/number},https://api.github.com/repos/azl397985856/leetcode/issues/comments{/number},https://api.github.com/repos/azl397985856/leetcode/issues{/number},https://api.github.com/repos/azl397985856/leetcode/releases{/id},https://api.github.com/repos/azl397985856/leetcode/pulls{/number},'JavaScript
3,41058054,CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",2015-08-19T20:22:52Z,26209,26678,Python,3543,1.0,157,https://api.github.com/repos/isocpp/CppCoreGuidelines/subscribers,https://api.github.com/repos/isocpp/CppCoreGuidelines/languages,https://api.github.com/repos/isocpp/CppCoreGuidelines/contributors,https://api.github.com/repos/isocpp/CppCoreGuidelines/issues/events{/number},https://api.github.com/repos/isocpp/CppCoreGuidelines/issues/comments{/number},https://api.github.com/repos/isocpp/CppCoreGuidelines/issues{/number},https://api.github.com/repos/isocpp/CppCoreGuidelines/releases{/id},https://api.github.com/repos/isocpp/CppCoreGuidelines/pulls{/number},"'Python, C++, Makefile"
4,21935031,awesome-cpp,https://github.com/fffaraz/awesome-cpp,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.",2014-07-17T08:51:11Z,1524,24610,,4365,1.0,334,https://api.github.com/repos/fffaraz/awesome-cpp/subscribers,https://api.github.com/repos/fffaraz/awesome-cpp/languages,https://api.github.com/repos/fffaraz/awesome-cpp/contributors,https://api.github.com/repos/fffaraz/awesome-cpp/issues/events{/number},https://api.github.com/repos/fffaraz/awesome-cpp/issues/comments{/number},https://api.github.com/repos/fffaraz/awesome-cpp/issues{/number},https://api.github.com/repos/fffaraz/awesome-cpp/releases{/id},https://api.github.com/repos/fffaraz/awesome-cpp/pulls{/number},
5,168008797,calculator,https://github.com/microsoft/calculator,Windows Calculator: A simple yet powerful calculator that ships with Windows,2019-01-28T17:55:49Z,26252,19629,C++,3354,1.0,164,https://api.github.com/repos/microsoft/calculator/subscribers,https://api.github.com/repos/microsoft/calculator/languages,https://api.github.com/repos/microsoft/calculator/contributors,https://api.github.com/repos/microsoft/calculator/issues/events{/number},https://api.github.com/repos/microsoft/calculator/issues/comments{/number},https://api.github.com/repos/microsoft/calculator/issues{/number},https://api.github.com/repos/microsoft/calculator/releases{/id},https://api.github.com/repos/microsoft/calculator/pulls{/number},"'C++, C#, C, PowerShell, Shell"
6,89247811,openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,"OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation",2017-04-24T14:06:31Z,86320,16419,C++,4941,1.0,34,https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose/subscribers,https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose/languages,https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose/contributors,https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose/issues/events{/number},https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose/issues/comments{/number},https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose/issues{/number},https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose/releases{/id},https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose/pulls{/number},"'C++, Cuda, CMake, Shell, HCL, Batchfile, Python"
7,29857799,infer,https://github.com/facebook/infer,"A static analyzer for Java, C, C++, and Objective-C",2015-01-26T11:19:13Z,107705,10779,OCaml,1469,1.0,228,https://api.github.com/repos/facebook/infer/subscribers,https://api.github.com/repos/facebook/infer/languages,https://api.github.com/repos/facebook/infer/contributors,https://api.github.com/repos/facebook/infer/issues/events{/number},https://api.github.com/repos/facebook/infer/issues/comments{/number},https://api.github.com/repos/facebook/infer/issues{/number},https://api.github.com/repos/facebook/infer/releases{/id},https://api.github.com/repos/facebook/infer/pulls{/number},"'OCaml, Java, C++, Standard ML, C, Objective-C, Makefile, Perl, Shell, Objective-C++, M4, Dockerfile, Starlark, Python, Assembly, CMake"
8,120887835,interview,https://github.com/huihut/interview,📚 C/C++ 技术面试基础知识总结，包括语言、程序库、数据结构、算法、系统、网络、链接装载库等知识及面试经验、招聘、内推等信息。,2018-02-09T09:49:48Z,5940,10184,C++,3196,1.0,3,https://api.github.com/repos/huihut/interview/subscribers,https://api.github.com/repos/huihut/interview/languages,https://api.github.com/repos/huihut/interview/contributors,https://api.github.com/repos/huihut/interview/issues/events{/number},https://api.github.com/repos/huihut/interview/issues/comments{/number},https://api.github.com/repos/huihut/interview/issues{/number},https://api.github.com/repos/huihut/interview/releases{/id},https://api.github.com/repos/huihut/interview/pulls{/number},"'C++, C, CMake"
9,116167731,yuzu,https://github.com/yuzu-emu/yuzu,Nintendo Switch Emulator,2018-01-03T18:13:57Z,50018,9821,C++,700,1.0,242,https://api.github.com/repos/yuzu-emu/yuzu/subscribers,https://api.github.com/repos/yuzu-emu/yuzu/languages,https://api.github.com/repos/yuzu-emu/yuzu/contributors,https://api.github.com/repos/yuzu-emu/yuzu/issues/events{/number},https://api.github.com/repos/yuzu-emu/yuzu/issues/comments{/number},https://api.github.com/repos/yuzu-emu/yuzu/issues{/number},https://api.github.com/repos/yuzu-emu/yuzu/releases{/id},https://api.github.com/repos/yuzu-emu/yuzu/pulls{/number},"'C++, CMake, Shell, Python, PowerShell, GLSL"
